Banco de México,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tasas y precios de referencia,,,,,,,,,,,,,,
Vector de precios de títulos gubernamentales (on the run),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fecha de consulta: 25/06/2020 08:25:25,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Título,"Vector de precios de títulos gubernamentales, Cetes 28 días - Tasa Rendimiento","Vector de precios de títulos gubernamentales, Cetes 91 días - Tasa Rendimiento","Vector de precios de títulos gubernamentales, Cetes 182 días - Tasa Rendimiento","Vector de precios de títulos gubernamentales, Cetes 364 días - Tasa Rendimiento","Vector de precios de títulos gubernamentales, Bonos 0 a 3 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Bonos 3 a 5 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Bonos 5 a 7 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Bonos 7 a 10 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Bonos 10 a 20 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Bonos 20 a 30 años - Cupón Vigente",Udibonos a 3 años - Cupón Vigente,"Vector de precios de títulos gubernamentales, Udibonos 10 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Udibonos 20 años - Cupón Vigente","Vector de precios de títulos gubernamentales, Udibonos 30 años - Cupón Vigente"
Periodo disponible,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,16/05/2003 - 25/06/2020,26/10/2006 - 25/06/2020,04/10/2007 - 25/06/2020,16/05/2003 - 25/06/2020,29/12/2005 - 25/06/2020,29/12/2005 - 25/06/2020
Periodicidad,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria,Diaria
Cifra,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio,Tasas Promedio
Unidad,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes
Base,,,,,,,,,,,,,,
Aviso,,,,,,,,,,,,,,
Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,cetes_28,cetes_91,cetes_182,cetes_364,bonos_0_3,bonos_3_5,bonos_5_7,bonos_7_10,bonos_10_20,bonos_20_30,udibonos_3y,udibonos_10y,udibonos_20y,udibonos_30y
16/05/2003,5.805165,6.060452,6.740974,7.059073,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
19/05/2003,5.7621,6.376792,6.758556,7.146684,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
20/05/2003,5.468973,5.809508,6.50138,6.802095,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
21/05/2003,5.246751,5.726401,6.489559,6.812209,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
22/05/2003,5.03962,5.628983,6.382042,6.742576,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
23/05/2003,4.968445,5.4328,6.31716,6.548246,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
26/05/2003,4.744912,5.317465,6.038365,6.476762,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
27/05/2003,4.875137,5.388486,6.111425,6.600111,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
28/05/2003,4.904602,5.408174,6.131557,6.587577,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
29/05/2003,4.878441,5.330875,6.049524,6.461973,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
30/05/2003,4.817342,5.289022,6.00604,6.449527,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
02/06/2003,4.70476,5.102144,5.8018,6.310894,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
03/06/2003,4.663803,5.101421,5.737406,6.32104,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
04/06/2003,4.804026,5.182657,5.810494,6.421216,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
05/06/2003,5.029642,5.392526,5.925926,6.420078,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
06/06/2003,5.180047,5.473898,6.020222,6.520331,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
09/06/2003,5.348956,5.491921,5.985468,6.5957,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
10/06/2003,5.720886,5.655386,6.217327,6.504352,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
11/06/2003,5.468285,5.459484,6.00463,6.323384,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
12/06/2003,5.25139,5.351437,5.975202,6.165481,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
13/06/2003,5.220359,5.39171,5.889374,6.175605,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
16/06/2003,5.20802,5.348244,5.84412,6.071986,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
17/06/2003,5.267721,5.36796,5.800858,6.059812,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
18/06/2003,5.417879,5.541581,5.990441,6.192652,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
19/06/2003,5.311798,5.44391,5.809566,6.091199,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
20/06/2003,5.210281,5.371168,5.734664,6.023357,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
23/06/2003,5.117399,5.204665,5.679178,5.964781,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
24/06/2003,5.096611,5.316694,5.709927,5.952695,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
25/06/2003,4.914644,5.192899,5.54045,5.874086,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
26/06/2003,4.65682,5.197397,5.592972,5.939639,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
27/06/2003,4.736768,5.247961,5.570973,6.005215,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
30/06/2003,4.563793,5.132891,5.65287,5.980034,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
01/07/2003,4.362176,5.039973,5.525324,5.956882,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
02/07/2003,4.34147,5.018771,5.577208,6.011291,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
03/07/2003,4.354757,5.074275,5.586891,5.999211,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
04/07/2003,4.444768,5.104314,5.628206,6.020361,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
07/07/2003,4.584016,5.225158,5.731012,6.11702,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
08/07/2003,4.875137,5.532143,5.983486,6.449325,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
09/07/2003,4.975062,5.582619,6.024765,6.526181,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
10/07/2003,4.908626,5.515845,6.123901,6.569151,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
11/07/2003,4.958371,5.504727,6.101602,6.51115,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
14/07/2003,4.885913,5.471402,5.99245,6.450926,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
15/07/2003,5.046199,5.604051,6.108079,6.642685,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
16/07/2003,4.965019,5.479995,6.032836,6.573318,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
17/07/2003,4.848256,5.320595,5.841282,6.390896,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
18/07/2003,4.706555,5.247961,5.798055,6.164153,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
21/07/2003,4.543722,5.204665,5.784697,6.217252,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
22/07/2003,4.321883,5.203903,5.752101,6.216175,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
23/07/2003,4.301331,5.192899,5.687922,6.192607,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
24/07/2003,4.223773,5.197397,5.720808,6.202783,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
25/07/2003,4.223335,5.104314,5.603547,6.078229,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
28/07/2003,4.141352,5.020189,5.73832,6.052759,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
29/07/2003,4.100785,4.968256,5.610617,6.096528,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
30/07/2003,4.080112,4.865235,5.4937,6.005983,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
31/07/2003,4.07289,4.97171,5.545571,6.060893,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
01/08/2003,4.17302,5.104314,5.576351,6.216673,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
04/08/2003,4.151458,5.112407,5.605375,6.303165,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
05/08/2003,4.251534,5.101421,5.794315,6.583215,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
06/08/2003,4.271064,5.059752,5.751195,6.413208,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
07/08/2003,4.233868,4.920448,5.65642,6.187857,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
08/08/2003,4.203209,4.930023,5.623811,6.130896,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
11/08/2003,4.2219,4.958734,5.673992,6.11661,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
12/08/2003,4.251534,4.906847,5.599178,6.082108,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
13/08/2003,4.250997,4.967609,5.672197,6.092232,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
14/08/2003,4.284214,5.002458,5.692431,6.080054,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
15/08/2003,4.303848,4.971019,5.691529,6.067891,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
18/08/2003,4.292197,5.020189,5.678285,6.075949,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
19/08/2003,4.472675,5.091171,5.7301,6.097175,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
20/08/2003,4.351505,5.039239,5.665955,6.073899,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
21/08/2003,4.445374,5.114571,5.657314,6.117358,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
22/08/2003,4.424634,5.093346,5.582397,6.027414,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
25/08/2003,4.453181,5.121922,5.558682,6.046578,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
26/08/2003,4.52305,5.244158,5.568381,6.056655,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
27/08/2003,4.492335,5.110201,5.514774,6.044546,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
28/08/2003,4.566174,5.156348,5.450696,6.121186,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
29/08/2003,4.726697,5.227434,5.50256,6.097961,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
01/09/2003,4.714723,5.184131,5.573761,6.139196,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
02/09/2003,4.925381,5.378223,5.562356,6.226901,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
03/09/2003,4.773905,5.346669,5.593093,6.259121,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
04/09/2003,4.686996,5.248731,5.741981,6.15004,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
05/09/2003,4.646134,5.26849,5.667002,6.092628,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
08/09/2003,4.644386,5.296963,5.696022,6.067034,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
09/09/2003,4.683958,5.193648,5.610617,5.953668,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
10/09/2003,4.572798,5.141652,5.546426,5.863004,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
11/09/2003,4.65682,5.207671,5.598326,5.929268,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
12/09/2003,4.646134,5.196647,5.607995,5.84991,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
15/09/2003,4.674572,5.21489,5.615916,5.847052,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
17/09/2003,4.512409,5.172416,5.593093,5.878683,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
18/09/2003,4.596345,5.146077,5.625571,5.866545,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
19/09/2003,4.575649,5.145346,5.571845,5.865597,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
22/09/2003,4.47325,5.050924,5.537589,5.806961,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
23/09/2003,4.392239,4.968256,5.462898,5.761469,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
24/09/2003,4.36154,4.988072,5.472609,5.771681,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
25/09/2003,4.505706,4.99152,5.545571,5.826428,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
26/09/2003,4.525307,5.011326,5.544717,5.881204,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
29/09/2003,4.6142,5.060425,5.605375,5.86719,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
30/09/2003,4.533126,4.998304,5.530779,5.921921,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
01/10/2003,4.441989,5.038548,5.572028,5.876405,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
02/10/2003,4.697097,5.196647,5.710212,6.098416,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
03/10/2003,4.99867,5.483329,5.878769,6.186794,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
06/10/2003,5.087195,5.511646,5.918269,6.362659,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
07/10/2003,5.468973,5.736669,5.970259,6.35033,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
08/10/2003,5.367476,5.79739,6.032836,6.427649,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
09/10/2003,5.321909,5.690685,5.915344,6.303331,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
10/10/2003,5.311072,5.566399,5.787494,6.157051,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
13/10/2003,5.28853,5.522725,5.753031,6.098213,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
14/10/2003,5.388434,5.64511,5.773217,6.130567,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
15/10/2003,5.397783,5.654498,5.761733,6.118396,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
16/10/2003,5.412662,5.680427,5.879727,6.095112,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
17/10/2003,5.462286,5.73095,5.836381,6.11632,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
20/10/2003,5.449728,5.615164,5.84412,6.09099,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
21/10/2003,5.227382,5.41928,5.673992,5.990126,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
22/10/2003,5.297147,5.521064,5.799916,6.133336,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
23/10/2003,5.230438,5.464443,5.725015,6.065712,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
24/10/2003,5.199436,5.463622,5.72411,6.042528,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
27/10/2003,5.096611,5.255922,5.626457,5.984156,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
28/10/2003,4.864436,5.009234,5.341419,5.839589,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
29/10/2003,4.793308,5.018771,5.298603,5.816593,9,9,9,9,N/E,N/E,N/E,5.5,N/E,N/E
30/10/2003,4.757583,5.043476,5.287668,5.835083,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
31/10/2003,4.736768,4.971019,5.244738,5.789311,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
03/11/2003,4.66446,4.958734,5.200357,5.752961,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
04/11/2003,4.472675,4.886366,5.168065,5.696173,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
05/11/2003,4.462061,4.875505,5.156809,5.717599,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
06/11/2003,4.485638,4.889035,5.156076,5.683212,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
07/11/2003,4.505171,4.867891,5.155342,5.682309,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
10/11/2003,4.50343,4.917087,5.174114,5.690763,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
11/11/2003,4.533126,4.895959,5.28888,5.701014,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
12/11/2003,4.592873,4.977138,5.361629,5.81165,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
13/11/2003,4.757583,5.064008,5.414255,5.844209,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
14/11/2003,4.787126,5.094058,5.445092,5.820935,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
17/11/2003,5.147605,5.245653,5.48481,5.918547,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
18/11/2003,5.006029,5.224414,5.50507,5.895248,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
19/11/2003,5.161427,5.362499,5.535874,5.927772,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
21/11/2003,5.391715,5.515004,5.671311,6.026326,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
24/11/2003,5.782204,5.975064,6.133643,6.381768,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
25/11/2003,5.74091,5.850649,6.100845,6.414356,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
26/11/2003,5.780347,5.962769,6.173906,6.480672,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
27/11/2003,5.895957,6.051182,6.208957,6.490752,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
28/11/2003,6.076489,6.225404,6.324941,6.523328,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
01/12/2003,6.395995,6.490225,6.534512,6.587252,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
02/12/2003,6.31429,6.365328,6.448153,6.541071,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
03/12/2003,6.222562,6.220021,6.287503,6.371602,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
04/12/2003,5.966581,5.958429,6.106017,6.22509,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
05/12/2003,5.84452,5.916229,6.020222,6.212839,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
08/12/2003,5.912318,5.964759,6.070115,6.231939,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
09/12/2003,5.589043,5.675941,5.921053,6.097175,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
10/12/2003,5.698825,5.788015,6.036342,6.151794,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
11/12/2003,5.654776,5.700984,5.900933,6.03954,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
15/12/2003,5.983725,6.119172,6.215309,6.413899,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
16/12/2003,6.113735,6.241715,6.341759,6.446255,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
17/12/2003,6.112805,6.230313,6.287503,6.433941,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
18/12/2003,6.179516,6.267759,6.328895,6.466269,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
19/12/2003,6.188591,6.276979,6.338409,6.465107,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
22/12/2003,6.195434,6.41801,6.696434,6.897938,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
23/12/2003,6.154119,6.385951,6.599445,6.829316,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
24/12/2003,6.190692,6.372089,6.625906,6.798379,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
26/12/2003,6.107852,6.276979,6.527422,6.727355,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
29/12/2003,6.034227,6.160382,6.438647,6.643916,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
30/12/2003,6.033131,6.159333,6.426853,6.619957,9,9,9,9,8,N/E,N/E,5.5,N/E,N/E
31/12/2003,6.029099,6.155339,6.415078,6.630096,8,9,8,9,8,N/E,N/E,5.5,N/E,N/E
02/01/2004,5.966581,6.060452,6.31716,6.514242,8,9,8,9,8,N/E,N/E,5.5,N/E,N/E
05/01/2004,5.721743,5.841311,6.112463,6.251024,8,9,8,9,8,N/E,N/E,5.5,N/E,N/E
06/01/2004,5.509324,5.521873,5.815439,6.171185,8,9,8,9,8,N/E,N/E,5.5,N/E,N/E
07/01/2004,5.276889,5.418426,5.687922,5.968191,8,9,8,9,8,N/E,N/E,5.5,N/E,N/E
08/01/2004,5.018821,5.299288,5.551558,5.821869,8,9,8,8,8,N/E,N/E,5.5,N/E,N/E
09/01/2004,5.038329,5.185648,5.476776,5.787467,8,9,8,8,8,N/E,N/E,5.5,N/E,N/E
12/01/2004,4.854978,5.009234,5.379376,5.740114,8,9,8,8,8,N/E,N/E,5.5,N/E,N/E
13/01/2004,4.89456,4.97784,5.399651,5.705819,8,9,8,8,8,N/E,N/E,5.5,N/E,N/E
14/01/2004,4.863818,5.018061,5.377771,5.6938,8,9,8,8,8,N/E,N/E,5.5,N/E,N/E
15/01/2004,4.938943,5.125577,5.471767,5.770749,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/01/2004,4.746839,5.012024,5.397208,5.725342,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/01/2004,4.694647,4.938224,5.363236,5.733723,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/01/2004,4.694035,4.917087,5.330913,5.743908,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
21/01/2004,4.743785,5.018771,5.382653,5.843028,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
22/01/2004,4.888545,5.105038,5.424799,5.864315,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/01/2004,4.928148,5.032529,5.350141,5.763365,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/01/2004,4.855718,4.968947,5.337224,5.738418,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/01/2004,4.704113,4.968256,5.315367,5.748593,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
28/01/2004,4.763865,5.029004,5.367237,5.769834,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
29/01/2004,5.110245,5.238455,5.513944,5.968738,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
30/01/2004,5.008745,5.155605,5.397208,5.767991,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/02/2004,4.875798,5.009931,5.300159,5.74309,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/02/2004,4.955623,5.132173,5.330913,5.753232,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/02/2004,5.110984,5.352206,5.457306,5.807637,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
06/02/2004,5.200203,5.360898,5.487319,5.850029,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/02/2004,5.248349,5.471402,5.685461,5.913565,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/02/2004,5.569697,5.634834,5.885513,6.045568,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/02/2004,5.357428,5.479995,5.715351,5.878445,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/02/2004,5.342133,5.40281,5.598326,5.910657,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
13/02/2004,5.361473,5.422526,5.671311,5.898634,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/02/2004,5.348956,5.461122,5.668632,5.973094,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/02/2004,5.559608,5.686219,5.847099,6.1049,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/02/2004,5.538629,5.623708,5.782834,6.081729,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/02/2004,5.594207,5.680427,5.826719,6.15004,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
20/02/2004,5.936313,5.926527,5.974212,6.227999,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
23/02/2004,6.195434,6.211874,6.332242,6.462259,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
24/02/2004,6.204445,6.169591,6.277978,6.370534,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
25/02/2004,6.556236,6.487886,6.489559,6.573318,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
26/02/2004,6.411788,6.391616,6.4033,6.48143,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
27/02/2004,6.471256,6.307931,6.39154,6.480259,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
01/03/2004,6.487992,6.33554,6.356287,6.386358,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
02/03/2004,6.355756,6.262284,6.333956,6.430399,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
03/03/2004,6.374811,6.333296,6.407073,6.485739,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
04/03/2004,6.351277,6.298706,6.304741,6.428092,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
05/03/2004,6.107852,6.101678,6.13349,6.24669,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
08/03/2004,6.06447,5.985327,6.098508,6.187287,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
09/03/2004,6.063416,5.922622,6.065664,6.186226,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
10/03/2004,6.022136,5.983371,6.054041,6.173945,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
11/03/2004,6.027122,5.979015,6.053008,6.17288,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
12/03/2004,6.338857,6.297613,6.253459,6.396419,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
15/03/2004,6.698563,6.624392,6.494343,6.640845,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
16/03/2004,6.586422,6.509691,6.546296,6.650898,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
17/03/2004,6.484378,6.405427,6.428299,6.593284,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
18/03/2004,6.482564,6.422623,6.527422,6.637164,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
19/03/2004,6.390483,6.349206,6.494244,6.59087,8,8,8,8,8,N/E,N/E,3.5,N/E,N/E
